cultivar_id,fruit_group,species_slug,cultivar_name,species_scientific,type_label,description_text,synonyms,availability_text,held_in_nfc,images,source_url,source_licence,nfc_id,acc4,flower_10pct_mmdd,flower_full_mmdd,petal_fall_90pct_mmdd,picking_window_text,bloom_week,bloom_band,harvest_band,self_fertile,triploid,pollination_notes,disease_scab,disease_mildew,disease_fire_blight,wet_climate_suitability,drought_suitability,enrichment_sources,trait_size,trait_shape,trait_ribbing,trait_crown,trait_ground_colour,trait_over_colour_amount,trait_over_colour,trait_over_colour_pattern,trait_russet,trait_crunch,trait_flesh_colour,trait_height,trait_width,trait_firmness,trait_skin_colour,trait_juice_colour,trait_weight,trait_stone,trait_flavour,trait_veining,trait_hairiness,trait_bristles
apple-broxwood-foxwhelp,apple,fruit-apple,Broxwood Foxwhelp,Malus domestica Borkh.,Cider,"Known to have been planted in the orchard of H.P. Bulmer & Co. Ltd., in the 1920s. Thought to be a sport of Foxwhelp. The small fruits produce a medium bittersharp cider and a full-bodied juice.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 124 fingerprint check_circle Accession name Broxwood Foxwhelp,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=800&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),800.0,,05-01,05-08,,Mid September,19.0,,,,,,,,,,,,small,Globose conical,weak-medium,very weak,Whitish yellow,high-very high,Red,striped/solid flush,low,,Cream,47.20 mm,53.80 mm,,,,,,,,,
apple-tremletts-bitter,apple,fruit-apple,Tremlett's Bitter,Malus domestica Borkh.,Cider,"Originated in the Exe Valley, Devon. Flowers are very sensitive to frost which may contribute to the trees biennial cropping pattern. Susceptible to scab. Produces a full bittersweet cider.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 117 fingerprint check_circle Accession name Tremlett's Bitter,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=6409&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),6409.0,,04-29,05-08,,Early October,19.0,,,,,,,,,,,,small-medium,Globose conical,medium,weak,Green yellow,high,Orange,striped/mottled,low,,White,57.80 mm,60.70 mm,,,,,,,,,
apple-bulmers-norman,apple,fruit-apple,Bulmer's Norman,Malus domestica Borkh.,Cider,"Originally an unnamed variety imported from Normandy, France. It was developed by H.P. Bulmer & Co., Ltd., in Hereford, England. Fruits are medium to large. Produces a good yield but tends to be biennial. The flesh is white with a woolly texture and a sweet but astringent flavour. Triploid. Trees are very vigorous and with a spreading habit and branch breakage can occur when the crop is heavy. Susceptible to scab. Fruits produce a bittersweet, fast-fermenting medium cider.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 070 fingerprint check_circle Accession name Bulmer's Norman,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=826&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),826.0,,05-04,05-11,,Mid October,19.0,,,,True,,,,,,,,small-medium,Globose conical,strong,weak-medium,Whitish yellow,absent,,,low,,White,44.07 mm,57.13 mm,,,,,,,,,
apple-major,apple,fruit-apple,Major,Malus domestica Borkh.,Cider,Originated in South Devon. Once a commonly grown variety in some of the old farm orchards of Devon and Somerset. Trees are quite vigorous. Fruits are of medium size. Produces a good bittersweet cider.,,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 125 fingerprint check_circle Accession name Major,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=3745&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),3745.0,,,,,,,,,,,,,,,,,,small,Globose conical,medium,medium,Yellow,,Orange,striped/solid flush,low,,,56.80 mm,58.20 mm,,,,,,,,,
apple-ellis-bitter,apple,fruit-apple,Ellis Bitter,Malus domestica Borkh.,Cider,"An old variety thought to have originated on the farm of a Mr Ellis of Newton St Cyres, South Devon. The large, conical fruits have white, crisp, juicy sweet flesh which is a little astringent. A medium bittersweet variety which produces a good quality cider.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 083 fingerprint check_circle Accession name Ellis Bitter,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=1835&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),1835.0,,05-11,05-20,,Mid October,20.0,,,,,,,,,,,,medium-large,Conical,medium,weak,Yellow,high-very high,Red,striped/solid flush,low,,Cream,65.90 mm,72.80 mm,firm-very firm,,,,,,,,
apple-porters-perfection,apple,fruit-apple,Porter's Perfection,Malus domestica Borkh.,Cider,"Originated in the orchard of Charles Porter of East Lambrook, Somerset in the 19th Century. Introduced in 1907. Produces a sharp juice with little astringency. Ripens late October to early November.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 102 fingerprint check_circle Accession name Porter's Perfection,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=4777&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),4777.0,,05-04,05-12,,Late October,19.0,,,,,,,,,,,,small,Broad globose conical,weak-medium,weak,Green yellow,high,Red,striped/solid flush,low,,Cream,37.90 mm,44.50 mm,,,,,,,,,
apple-court-royal,apple,fruit-apple,Court Royal,Malus domestica Borkh.,Cider,"Origin unknown but once grown in Somerset, East Devon and Herefordshire. In the early 1900s it was used as a dessert variety. Fruits are slightly crisp and sweet. A triploid. Tree growth is vigorous producing a large tree. Produces a sweet fast fermenting juice.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 075 fingerprint check_circle Accession name Court Royal,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=1312&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),1312.0,,04-30,05-08,,Mid October,19.0,,,,True,,,,,,,,medium,Flat,weak-medium,very weak,Whitish green,low-medium,Orange,striped/mottled,low,,Cream,52.00 mm,69.70 mm,,,,,,,,,
apple-browns-apple,apple,fruit-apple,Brown's Apple,Malus domestica Borkh.,,"Originated in Devon. It was discovered by Mr Hill, a cider maker and nurseryman of Staverton, near Totnes, Devon. Known to have been in existence in the early 1920s. Trees are very vigourous and can therefore delay cropping. Fruits are medium sized with white flesh which often carries a red tinge especially in highly coloured fruits. Produces a medium-sharp, fruity but rather thin cider.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 067 fingerprint check_circle Accession name Brown's Apple,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=1595&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),1595.0,,05-04,05-14,,Late October,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-ashton-bitter,apple,fruit-apple,Ashton Bitter,Malus domestica Borkh.,Cider,"Raised by Mr G.T. Spinks, Long Ashton Research Station, Bristol in 1947. A seedling raised from a Dabinett/Stoke Red cross. A precocious, midseason flowering variety. Fruits are of medium size and firm. Produces juice with low acidity and medium tannin.",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Accession No. 1989 - 129 fingerprint check_circle Accession name Ashton Bitter,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=233&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),233.0,,05-18,05-27,,Late September,21.0,,,,,,,,,,,,small,Globose conical,weak,weak,Whitish yellow,medium-high,Red,striped/washed out,low,,Cream,46.26 mm,51.68 mm,soft,,,,,,,,
apple-frequin-rouge,apple,fruit-apple,Frequin Rouge,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-jonagored,apple,fruit-apple,Jonagored,Malus domestica Borkh.,,"A more highly coloured sport of Jonagold. Originated at Halen, Belgium, by Jos Morren. It was introduced in 1985. Fruits have creamy white, fine-textured, juicy flesh with a sweet and good rich flavour.",,Material in the National Fruit Collection not currently available.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=3069&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),3069.0,,04-27,05-07,,mid october,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-red-jonaprince,apple,fruit-apple,Red Jonaprince,Malus domestica Borkh.,,"A dark red flushed clone of Jonagold. Discovered in 1994 by Princen Bros, Weert, Netherlands. Fruits have fine-textured, juicy flesh with a sweet and good rich flavour.",,Material in the National Fruit Collection not currently available.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=5049&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),5049.0,,05-12,05-20,,mid october,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-shampion,apple,fruit-apple,Shampion,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-ligol,apple,fruit-apple,Ligol,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-gloster-69,apple,fruit-apple,Gloster 69,Malus domestica Borkh.,,"Raised in 1951 at the Fruit Research Station, Jork, Hamburg, Germany. Fruits have fine-textured, juicy, sweet flesh with a briskly pleasant flavour.",,Material available from the National Fruit Collection. Accession No. 1968 - 067 fingerprint check_circle Accession name Gloster 69,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2307&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2307.0,,05-16,05-25,,mid october,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple-reinette-grise-du-canada,apple,fruit-apple,Reinette Grise du Canada,Malus domestica Borkh.,Culinary / Dessert,"A russetted sport of Reinette du Canada. Triploid. Origin unknown but known since the early 1800s. Fruits have firm, rather coarse-textured, somewhat dry flesh with a sweet and moderate flavour.",Canada Gris|Graue Canada Reinette|Graue Canada-Reinette|Graue Reinette von Canada|Grise du Canada|Monstrueuse du Canada|Passe Pomme du Canada|Passe-Pomme du Canada|Reinette de Canada (Grise)|Reinette de Canada Grise|Reinette du Canada Grise|Reinette du Canada Platte|Reinette Grise|Reinette Grise de Canada|Renet Cenusiu de Canada|Renet seryi kanadskii|Renetta del Canada Rugginosa|Renetta Grigia del Canada|Smaragda|Takapuna Russet,Material available from the National Fruit Collection.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=5264&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),5264.0,,05-12,05-20,,Early October,20.0,,,,True,,,,,,,,large,Broad globose conical,medium,,Green yellow,,Brown,,high-very high,,Yellowish,60.00 mm,77.50 mm,firm,,,,,,,,
apple-annurca,apple,fruit-apple,Annurca,Malus domestica Borkh.,Dessert,Synonyms: Anurka,Anurka,"Material available from the National Fruit Collection. Accession No. 1973 - 051 fingerprint check_circle Received by the National Fruit Trials in 1973 from Italy. Fruits are sweet, crisp and juicy. Accession name Annurca",True,,https://www.nationalfruitcollection.org.uk/full2.php?id=180&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),180.0,,05-11,05-19,,Late October,20.0,,,,,,,,,,,,small-medium,Broad globose conical,weak-medium,very weak,Yellow,low-medium,Orange,striped/mottled,low,crisp,White,,,,,,,,,,,
apple-jazz,apple,fruit-apple,Jazz (Scifresh),Malus domestica Borkh.,Dessert,"A modern, very crisp apple with a lively sweet–sharp flavour. Keeps its crunch well and colours up with a red flush.",Jazz|Scifresh,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://en.wikipedia.org/wiki/Jazz_(apple),CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,October,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-kanzi,apple,fruit-apple,Kanzi (Nicoter),Malus domestica Borkh.,Dessert,"A firm, crunchy dessert apple with a balanced sweet–tart flavour. Developed for good eating quality and storage.",Kanzi|Nicoter,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://en.wikipedia.org/wiki/Kanzi_(apple),CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,October,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-envy,apple,fruit-apple,Envy (Scilate),Malus domestica Borkh.,Dessert,"A very sweet, crisp apple that browns slowly once cut, making it popular for eating fresh and salads.",Envy|Scilate,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://en.wikipedia.org/wiki/Envy_(apple),CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,October,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-opal-ufo,apple,fruit-apple,Opal (UFO),Malus domestica Borkh.,Dessert,A yellow dessert apple known for its aromatic sweetness and low tendency to brown after cutting. Often grown as a fresh-eating variety in Europe.,Opal|UFO,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://en.wikipedia.org/wiki/Opal_(apple),CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,September–October,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-ariane,apple,fruit-apple,Ariane,Malus domestica Borkh.,Dessert,"A disease-resistant French-bred dessert apple with a crisp bite and a sweet flavour, often developing a red flush over yellow.",Ariane,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://en.wikipedia.org/wiki/Ariane_(apple),CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,September–October,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-rubinette,apple,fruit-apple,Rubinette,Malus domestica Borkh.,Dessert,"A richly flavoured, aromatic apple (often compared to Cox style), usually small-to-medium with a red flush. Best eaten fresh.",Rubinette,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://en.wikipedia.org/wiki/Rubinette,CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,September,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-cripps-pink,apple,fruit-apple,Cripps Pink (Pink Lady®),Malus domestica Borkh.,Dessert,"A crisp, sweet-tart apple known commercially as Pink Lady®. Late-season, with good crunch and storage.",Cripps Pink|Pink Lady,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://de.wikipedia.org/wiki/Cripps_Pink,CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,October–November,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-florina,apple,fruit-apple,Florina (Querina),Malus domestica Borkh.,Dessert,"A late-season dessert apple selected for disease resistance (notably scab), with a sweet flavour and good keeping quality.",Florina|Querina,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://it.wikipedia.org/wiki/Florina_(melo),CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,October–November,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-rajka,apple,fruit-apple,Rajka,Malus domestica Borkh.,Dessert,"A modern dessert apple bred for scab resistance, usually crisp with a balanced sweet-sharp flavour; popular for low-spray gardens.",Rajka,Sold as nursery stock in Europe (often marketed as scab-resistant).,False,,https://www.pomiferous.com/applebyname/rajka-id-642,Copyright (Pomiferous.com); summary written for this dataset.,,,,,,September–October,,,,,,,,,,,,Pomiferous,,,,,,,,,,,,,,,,,,,,,,
pear-conference,pear,fruit-pear,Conference,Pyrus communis L.,Dessert,"Raised by Rivers Nursery, Sawbridgeworth. Exhibited at the National British Pear Conference after which it was named. Awarded a First Class Certificate from The Royal Horticultural Society in 1885. Fruits have pale yellow flesh with a slight pink tinge.",,Material available from the National Fruit Collection.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=7207&&fruit=pear,Open Government Licence (Crown Copyright; excluding logos),7207.0,,04-23,05-01,,,18.0,,,,,,,,,,,,large,pyriform/flask,,,yellow,absent,none,,medium,,yellow/pink,,,,,,207.00 g,,,,,
pear-concorde,pear,fruit-pear,Concorde,Pyrus communis L.,Dessert,"Raised in 1977 at East Malling Research Station, Maidstone, Kent. Similar to Conference but fruits have a better skin finish with less russet. Fruits have a sweet, aromatic flavour.",,Material in the National Fruit Collection not currently available.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=7205&&fruit=pear,Open Government Licence (Crown Copyright; excluding logos),7205.0,,04-17,04-28,,,17.0,,,,,,,,,,,,medium-large,pyriform/flask,,,yellow,low-medium,pink,,low/medium,,white/cream,,,,,,173.00 g,,,,,
pear-invincible-fertilia,pear,fruit-pear,Invincible (Fertilia),,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pear-doyenne-du-comice,pear,fruit-pear,Doyenne du Comice,Pyrus communis L.,Dessert,"Raised by the Horticultural Society of Maine et Loire, Angers, France. First fruited in 1849. Introduced to England in 1858 by Sir Thomas Dyke Acland. Fruits have pale yellow, extremely melting, juicy flesh with a delicate and delicious flavour.",,Material available from the National Fruit Collection. Mother to: Belle Guerandaise Concorde Father to: Cascade Colette Condo Dawn Sports: Red Comice Doyenne du Comice (4n) Accession No. 1973 - 200 check_circle Accession name Doyenne du Comice (EMLA),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=7251&&fruit=pear,Open Government Licence (Crown Copyright; excluding logos),7251.0,,04-28,05-06,,,18.0,,,,,,,,,,,,large-very large,conical/pyriform,,,yellow,very low,orange-red,,high,,white,,,,,,442.00 g,,,,,
